Name		chromosome	base_pair_location	other_allele	effect_allele	Trait	Cohort	Model	beta	ci_lower	ci_upper	p_value	effect_allele_frequency	standard_error	Rank	CRISPR gene?	Our p-val
CTNND2	ENSG00000169862).GENE.M1.0001	5	10973452	ref	M1.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.220038	-0.0965296	0.536605	0.173097	4.01E-05	0.99996	10804	#N/A	#N/A
LHFP	ENSG00000183722).GENE.M3.singleton	13	39343935	ref	M3.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.226742	-0.552958	0.0994748	0.173102	3.77E-05	0.999962	10805	#N/A	#N/A
UGT1A5	ENSG00000240224).GENE.M3.singleton	2	233712991	ref	M3.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.159874	-0.389906	0.0701577	0.173137	7.66E-05	0.999923	10806	#N/A	#N/A
CHKB	ENSG00000100288).GENE.M3.singleton	22	50579180	ref	M3.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.160301	-0.390955	0.070353	0.173152	7.54E-05	0.999925	10807	#N/A	#N/A
RP5-994D16.11	ENSG00000274386).GENE.M1.001	1	42789432	ref	M1.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.179586	-0.0788214	0.437994	0.17316	6.08E-05	0.999939	10808	#N/A	#N/A
SEC16A	ENSG00000148396).GENE.M3.001	9	136441754	ref	M3.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.0257756	-0.0113146	0.0628659	0.173178	0.00293545	0.997056	10809	#N/A	#N/A
ALDOA	ENSG00000149925).GENE.M3.singleton	16	30053493	ref	M3.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.141242	-0.0620345	0.344519	0.173249	9.72E-05	0.999903	10810	#N/A	#N/A
EMC2	ENSG00000104412).GENE.M3.001	8	108443658	ref	M3.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.0706395	-0.172305	0.0310261	0.173252	0.000386531	1.00591	10811	#N/A	#N/A
GIMD1	ENSG00000250298).GENE.M1.001	4	106358182	ref	M1.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.104477	-0.0458912	0.254846	0.173261	0.000177464	0.999823	10812	#N/A	#N/A
GOT2	ENSG00000125166).GENE.M3.001	16	58708170	ref	M3.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.0553182	-0.0243004	0.134937	0.173273	0.000634495	0.999365	10813	#N/A	#N/A
ISY1	ENSG00000240682).GENE.M1.001	3	129130080	ref	M1.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.164358	-0.400923	0.0722062	0.173284	7.17E-05	0.999928	10814	#N/A	#N/A
FIS1	ENSG00000214253).GENE.M1.001	7	101239805	ref	M1.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.192545	-0.084592	0.469682	0.173288	5.23E-05	0.999948	10815	#N/A	#N/A
CCDC28B	ENSG00000160050).GENE.M1.singleton	1	32201935	ref	M1.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.38272	-0.168144	0.933584	0.173289	1.34E-05	0.999987	10816	#N/A	#N/A
TMLHE	ENSG00000185973).GENE.M3.0001	23	155491534	ref	M3.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.0950988	-0.231981	0.0417833	0.173297	0.000158016	1.35374	10817	#N/A	#N/A
FAM124B	ENSG00000124019).GENE.M1.0001	2	224379572	ref	M1.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.163743	-0.0719495	0.399435	0.173309	7.29E-05	0.999927	10818	#N/A	#N/A
FAM150B	ENSG00000189292).GENE.M3.singleton	2	280146	ref	M3.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.298943	-0.13136	0.729247	0.173312	2.19E-05	0.999978	10819	#N/A	#N/A
LIN7C	ENSG00000148943).GENE.M3.001	11	27498648	ref	M3.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.0802129	-0.195673	0.0352471	0.173313	0.000301446	0.999698	10820	#N/A	#N/A
MS4A6E	ENSG00000166926).GENE.M1.singleton	11	60334895	ref	M1.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.477297	-1.16433	0.209736	0.173315	8.51E-06	0.999991	10821	#N/A	#N/A
CAPS2	ENSG00000180881).GENE.M3.01	12	75276242	ref	M3.01	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.0341949	-0.0834193	0.0150295	0.173344	0.00166281	0.998334	10822	#N/A	#N/A
C5orf45	ENSG00000161010).GENE.M1.0001	5	179837177	ref	M1.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.112996	-0.27567	0.0496786	0.173382	0.000151938	0.999848	10823	#N/A	#N/A
TFAP2D	ENSG00000008197).GENE.M1.singleton	6	50714055	ref	M1.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.44674	-1.08991	0.196427	0.173394	9.72E-06	0.99999	10824	#N/A	#N/A
RP9	ENSG00000164610).GENE.M1.001	7	33095233	ref	M1.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.123772	-0.0544347	0.301979	0.173426	0.000126413	0.999874	10825	#N/A	#N/A
NDUFS1	ENSG00000023228).GENE.M3.singleton	2	206124184	ref	M3.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.10876	-0.265361	0.0478407	0.173449	0.000165309	0.999835	10826	#N/A	#N/A
VWA7	ENSG00000204396).GENE.M1.0001	6	31765593	ref	M1.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.100522	-0.245261	0.0442177	0.173451	0.00019205	0.999808	10827	#N/A	#N/A
TPMT	ENSG00000137364).GENE.M3.1	6	18130667	ref	M3.1	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.0216072	-0.0527203	0.00950591	0.173469	0.0041777	0.998726	10828	#N/A	#N/A
DBP	ENSG00000105516).GENE.M1.singleton	19	48630836	ref	M1.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.457111	-1.11537	0.201144	0.173497	9.72E-06	0.99999	10829	#N/A	#N/A
CRHR2	ENSG00000106113).GENE.M3.singleton	7	30653459	ref	M3.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.14875	-0.362963	0.0654623	0.173511	8.75E-05	0.999912	10830	#N/A	#N/A
HAUS2	ENSG00000137814).GENE.M3.001	15	42548872	ref	M3.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.0796346	-0.0350511	0.19432	0.173531	0.000305092	0.999695	10831	#N/A	#N/A
INCENP	ENSG00000149503).GENE.M3.0001	11	62128161	ref	M3.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.0851204	-0.207716	0.0374755	0.173565	0.000267412	0.999733	10832	#N/A	#N/A
PSMF1	ENSG00000125818).GENE.M1.001	20	1118773	ref	M1.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.113789	-0.277689	0.050112	0.173605	0.000149507	0.99985	10833	#N/A	#N/A
ZBTB47	ENSG00000114853).GENE.M1.singleton	3	42658355	ref	M1.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.238372	-0.10498	0.581724	0.173608	3.40E-05	0.999966	10834	#N/A	#N/A
SAFB2	ENSG00000130254).GENE.M1.singleton	19	5587242	ref	M1.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.235978	-0.575915	0.103959	0.173649	3.65E-05	0.999964	10835	#N/A	#N/A
WNT8A	ENSG00000061492).GENE.M3.0001	5	138084089	ref	M3.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.0979953	-0.0431802	0.239171	0.173676	0.000201774	0.999798	10836	#N/A	#N/A
SPTSSB	ENSG00000196542).GENE.M3.singleton	3	161346092	ref	M3.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.315233	-0.138987	0.769453	0.173756	1.94E-05	0.999981	10837	#N/A	#N/A
HIVEP1	ENSG00000095951).GENE.M3.0001	6	12015628	ref	M3.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.115248	-0.0508191	0.281316	0.173771	0.000145861	0.999854	10838	#N/A	#N/A
TTK	ENSG00000112742).GENE.M1.singleton	6	80005843	ref	M1.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.223107	-0.544652	0.0984388	0.17385	3.89E-05	0.999961	10839	#N/A	#N/A
CCDC87	ENSG00000182791).GENE.M3.0001	11	66590465	ref	M3.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.0925009	-0.225819	0.0408168	0.173862	0.000226084	0.999774	10840	#N/A	#N/A
AKAP3	ENSG00000111254).GENE.M3.001	12	4615738	ref	M3.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.0442524	-0.0195271	0.108032	0.173865	0.000988207	0.999011	10841	#N/A	#N/A
UPK1A	ENSG00000105668).GENE.M3.001	19	35666812	ref	M3.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.0669135	-0.0295396	0.163367	0.173922	0.000453384	0.999546	10842	#N/A	#N/A
STXBP5L	ENSG00000145087).GENE.M3.0001	3	120909578	ref	M3.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.0553604	-0.135165	0.0244439	0.173947	0.000630848	0.999369	10843	#N/A	#N/A
FANCG	ENSG00000221829).GENE.M1.001	9	35074107	ref	M1.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.0611093	-0.149202	0.0269833	0.173952	0.000517806	0.999482	10844	#N/A	#N/A
MRAS	ENSG00000158186).GENE.M3.singleton	3	138372883	ref	M3.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.262784	-0.641614	0.116047	0.173966	2.80E-05	0.999972	10845	#N/A	#N/A
HAS1	ENSG00000105509).GENE.M3.singleton	19	51713426	ref	M3.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.174154	-0.0769419	0.425249	0.174025	6.69E-05	0.999933	10846	#N/A	#N/A
ERAL1	ENSG00000132591).GENE.M1.singleton	17	28855034	ref	M1.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.363914	-0.888616	0.160789	0.174034	1.46E-05	0.999985	10847	#N/A	#N/A
MAN2B2	ENSG00000013288).GENE.M3.01	4	6575210	ref	M3.01	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.0201736	-0.00891669	0.0492638	0.174083	0.00478788	0.995189	10848	#N/A	#N/A
LRP12	ENSG00000147650).GENE.M3.0001	8	104490672	ref	M3.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.0661143	-0.161451	0.0292225	0.174084	0.000442445	0.999557	10849	#N/A	#N/A
HIST1H2BM	ENSG00000273703).GENE.M1.001	6	27815043	ref	M1.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.0973355	-0.0430245	0.237695	0.17409	0.000204205	0.999796	10850	#N/A	#N/A
BLOC1S4	ENSG00000186222).GENE.M3.001	4	6716209	ref	M3.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.0825453	-0.201583	0.0364928	0.174112	0.000283213	0.999717	10851	#N/A	#N/A
TUSC5	ENSG00000184811).GENE.M1.001	17	1280001	ref	M1.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.183861	-0.081284	0.449006	0.174112	5.71E-05	0.999943	10852	#N/A	#N/A
RNF103-CHMP3	ENSG00000249884).GENE.M3.001	2	86505803	ref	M3.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.0593145	-0.0262258	0.144855	0.174128	0.000554271	0.999445	10853	#N/A	#N/A
NCL	ENSG00000115053).GENE.M3.001	2	231455190	ref	M3.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.0684826	-0.0302803	0.167246	0.174131	0.000415703	0.999584	10854	#N/A	#N/A
ST18	ENSG00000147488).GENE.M3.1	8	52113197	ref	M3.1	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.01534	-0.0374635	0.00678356	0.174148	0.00831771	0.995149	10855	#N/A	#N/A
MAP2K2	ENSG00000126934).GENE.M3.0001	19	4090597	ref	M3.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.0787412	-0.192305	0.0348226	0.174156	0.000326971	0.999673	10856	#N/A	#N/A
CADM3	ENSG00000162706).GENE.M3.01	1	159171765	ref	M3.01	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.0530479	-0.0234613	0.129557	0.174163	0.000694054	0.999305	10857	#N/A	#N/A
BTNL2	ENSG00000204290).GENE.M3.01	6	32393968	ref	M3.01	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.0457735	-0.111797	0.0202498	0.1742	0.000925001	0.999074	10858	#N/A	#N/A
DENND6B	ENSG00000205593).GENE.M3.001	22	50312138	ref	M3.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.0345759	-0.0844486	0.0152968	0.174207	0.00161419	0.999892	10859	#N/A	#N/A
CCNG1	ENSG00000113328).GENE.M3.singleton	5	163439256	ref	M3.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.219458	-0.536018	0.0971017	0.174221	4.01E-05	0.99996	10860	#N/A	#N/A
HTR3A	ENSG00000166736).GENE.M3.001	11	113975307	ref	M3.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.0368779	-0.0900782	0.0163224	0.174265	0.00142336	0.998575	10861	#N/A	#N/A
FBXO45	ENSG00000174013).GENE.M3.0001	3	196568984	ref	M3.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.172966	-0.0766071	0.42254	0.174353	6.44E-05	0.999936	10862	#N/A	#N/A
ANTXR2	ENSG00000163297).GENE.M3.singleton	4	79907428	ref	M3.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.140728	-0.343865	0.0624099	0.174526	9.72E-05	0.999903	10863	#N/A	#N/A
CCDC88C	ENSG00000015133).GENE.M1.singleton	14	91272624	ref	M1.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.144323	-0.0640114	0.352658	0.17454	9.24E-05	0.999908	10864	#N/A	#N/A
DLG5	ENSG00000151208).GENE.M3.001	10	77792439	ref	M3.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.064081	-0.156613	0.0284505	0.174674	0.000469186	0.999531	10865	#N/A	#N/A
IER5	ENSG00000162783).GENE.M1.0001	1	181088902	ref	M1.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.338148	-0.150138	0.826435	0.174681	1.70E-05	0.999983	10866	#N/A	#N/A
MRGPRX2	ENSG00000183695).GENE.M3.0001	11	19055409	ref	M3.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.204214	-0.499101	0.0906742	0.174686	4.62E-05	0.999954	10867	#N/A	#N/A
COX6B1	ENSG00000126267).GENE.M3.0001	19	35651243	ref	M3.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.194391	-0.475097	0.086315	0.174689	5.35E-05	0.999947	10868	#N/A	#N/A
HOMER3	ENSG00000051128).GENE.M1.001	19	18929442	ref	M1.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.12827	-0.0570151	0.313556	0.174828	0.000122766	0.999877	10869	#N/A	#N/A
ENDOG	ENSG00000167136).GENE.M1.singleton	9	128818684	ref	M1.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.281359	-0.68779	0.125072	0.174838	2.43E-05	0.999976	10870	#N/A	#N/A
DOT1L	ENSG00000104885).GENE.M3.01	19	2164184	ref	M3.01	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.0281602	-0.0688391	0.0125188	0.174847	0.00255743	0.998389	10871	#N/A	#N/A
KCNH5	ENSG00000140015).GENE.M3.1	14	62707507	ref	M3.1	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.0256059	-0.011385	0.0625969	0.174867	0.00295004	0.997041	10873	#N/A	#N/A
TIGD4	ENSG00000169989).GENE.M3.1	4	152769465	ref	M3.1	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.0184353	-0.0081978	0.0450684	0.174884	0.00570073	0.998127	10874	#N/A	#N/A
C11orf31	ENSG00000211450).GENE.M3.01	11	57741595	ref	M3.01	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.0358705	-0.0159533	0.0876943	0.174903	0.00149994	0.998498	10875	#N/A	#N/A
TAS2R38	ENSG00000257138).GENE.M3.001	7	141972687	ref	M3.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.113876	-0.0506732	0.278425	0.174975	0.000148292	0.999852	10876	#N/A	#N/A
SEL1L3	ENSG00000091490).GENE.M1.0001	4	25748424	ref	M1.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.0947776	-0.231731	0.0421759	0.174979	0.000213929	0.999786	10877	#N/A	#N/A
FUT6	ENSG00000156413).GENE.M3.0001	19	5831377	ref	M3.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.136605	-0.0607909	0.334002	0.174983	0.00010818	0.999892	10878	#N/A	#N/A
MPP3	ENSG00000161647).GENE.M1.001	17	43801700	ref	M1.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.107876	-0.0480092	0.263761	0.174992	0.000165309	0.999835	10879	#N/A	#N/A
FGF3	ENSG00000186895).GENE.M1.singleton	11	69810304	ref	M1.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.379268	-0.168794	0.927331	0.174995	1.34E-05	0.999987	10880	#N/A	#N/A
ELP6	ENSG00000163832).GENE.M3.001	3	47496068	ref	M3.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.0534995	-0.130811	0.0238117	0.175004	0.000672175	0.999327	10881	#N/A	#N/A
TBC1D8B	ENSG00000133138).GENE.M1.singleton	23	106802853	ref	M1.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.166427	-0.0740819	0.406935	0.175019	5.71E-05	1.21272	10882	#N/A	#N/A
PTPRE	ENSG00000132334).GENE.M3.singleton	10	128040881	ref	M3.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.126362	-0.0562604	0.308983	0.175049	0.000120335	0.99988	10883	#N/A	#N/A
TAPBPL	ENSG00000139192).GENE.M1.001	12	6452248	ref	M1.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.0878083	-0.0391117	0.214728	0.175105	0.000249179	0.999751	10885	#N/A	#N/A
FBXO5	ENSG00000112029).GENE.M3.001	6	152971162	ref	M3.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.0918032	-0.0408942	0.224501	0.175115	0.000228515	0.999771	10886	#N/A	#N/A
TESMIN	ENSG00000132749).GENE.M1.001	11	68708307	ref	M1.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.0988188	-0.241663	0.0440251	0.175133	0.000196912	0.999803	10887	#N/A	#N/A
IQCA1	ENSG00000132321).GENE.M1.1	2	236324687	ref	M1.1	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.0295811	-0.0723414	0.0131792	0.175137	0.00222316	0.998868	10888	#N/A	#N/A
RGS22	ENSG00000132554).GENE.M3.1	8	99962438	ref	M3.1	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.016352	-0.0072854	0.0399894	0.175139	0.00728332	0.994681	10889	#N/A	#N/A
TMEM170A	ENSG00000166822).GENE.M1.0001	16	75447557	ref	M1.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.229595	-0.102296	0.561486	0.175143	3.65E-05	0.999964	10890	#N/A	#N/A
MRPL16	ENSG00000166902).GENE.M3.001	11	59806346	ref	M3.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.0598397	-0.026668	0.146347	0.175175	0.000537254	0.999462	10891	#N/A	#N/A
SLC25A27	ENSG00000153291).GENE.M3.001	6	46653192	ref	M3.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.0576392	-0.14097	0.0256914	0.175196	0.000579797	0.99942	10892	#N/A	#N/A
TRIM39	ENSG00000204599).GENE.M3.0001	6	30329317	ref	M3.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.177932	-0.0793109	0.435174	0.1752	6.08E-05	0.999939	10893	#N/A	#N/A
SCARF1	ENSG00000074660).GENE.M1.0001	17	1634757	ref	M1.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.112924	-0.276188	0.0503393	0.175212	0.000150723	0.999849	10894	#N/A	#N/A
CMTM4	ENSG00000183723).GENE.M3.0001	16	66617276	ref	M3.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.144215	-0.352751	0.0643204	0.175279	9.24E-05	0.999908	10896	#N/A	#N/A
FGD4	ENSG00000139132).GENE.M3.1	12	32399793	ref	M3.1	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.0193044	-0.0472231	0.00861438	0.17535	0.00517928	0.999512	10897	#N/A	#N/A
EPB41L4A	ENSG00000129595).GENE.M3.0001	5	112164989	ref	M3.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.0552316	-0.135111	0.024648	0.175357	0.000628417	1.00324	10898	#N/A	#N/A
ANKRD36B	ENSG00000196912).GENE.M1.singleton	2	97507041	ref	M1.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.210376	-0.514646	0.093894	0.175372	4.38E-05	0.999956	10899	#N/A	#N/A
C16orf54	ENSG00000185905).GENE.M1.0001	16	29744276	ref	M1.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.233386	-0.570955	0.104183	0.175396	3.52E-05	0.999965	10900	#N/A	#N/A
PRKCI	ENSG00000163558).GENE.M1.001	3	170222669	ref	M1.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.107709	-0.263524	0.0481054	0.175464	0.000165309	0.999835	10902	#N/A	#N/A
MRAP	ENSG00000170262).GENE.M3.singleton	21	32298971	ref	M3.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.362247	-0.161937	0.88643	0.175586	1.46E-05	0.999985	10904	#N/A	#N/A
IL18	ENSG00000150782).GENE.M3.001	11	112143595	ref	M3.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.225622	-0.552126	0.100883	0.175615	3.77E-05	0.999962	10905	#N/A	#N/A
GPRIN3	ENSG00000185477).GENE.M1.0001	4	89247779	ref	M1.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.158137	-0.0707392	0.387013	0.175674	7.66E-05	0.999923	10906	#N/A	#N/A
SMCR8	ENSG00000176994).GENE.M1.0001	17	18315789	ref	M1.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.148014	-0.0662127	0.362241	0.175678	8.75E-05	0.999912	10907	#N/A	#N/A
FGG	ENSG00000171557).GENE.M1.001	4	154604339	ref	M1.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.134569	-0.329337	0.0602001	0.175683	0.000105749	0.999894	10908	#N/A	#N/A
PDE6B	ENSG00000133256).GENE.M1.singleton	4	625626	ref	M1.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.162033	-0.396558	0.0724914	0.175691	7.29E-05	0.999927	10909	#N/A	#N/A
PPP1R14C	ENSG00000198729).GENE.M3.singleton	6	150143192	ref	M3.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.237495	-0.581249	0.106259	0.175701	3.40E-05	0.999966	10910	#N/A	#N/A
KLHL14	ENSG00000197705).GENE.M1.0001	18	32674656	ref	M1.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.287794	-0.128767	0.704356	0.175704	2.31E-05	0.999977	10911	#N/A	#N/A
RFPL4B	ENSG00000251258).GENE.M1.001	6	112349708	ref	M1.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.133961	-0.327876	0.0599546	0.175741	0.000106965	0.999893	10912	#N/A	#N/A
